US_State,Year,Program_Name,Incentive_Type,Amount_USD,Amount_Notes,Income_Eligibility,Vehicle_Price_Cap_USD,Stackable,Program_Status,Start_Date,End_Date,Administering_Agency,Source_URL
AZ,2018,Reduced Alternative Fuel Vehicle (AFV) License Tax,TAX,,"The vehicle license tax for an AFV registered in Arizona is \$4 for
every \$100 in assessed value. The minimum amount of the annual AFV
license tax is \$5. AFV assessed values are determined as follow",,,,amended,2018-04-25 00:00:00 UTC,,,https://www.azleg.gov/arstitle/|https://www.azleg.gov/|https://www.azleg.gov/
AZ,2019,Reduced Alternative Fuel Vehicle (AFV) License Tax,TAX,,"The vehicle license tax for an AFV registered in Arizona is \$4 for
every \$100 in assessed value. The minimum amount of the annual AFV
license tax is \$5. AFV assessed values are determined as follow",,,,amended,2018-04-25 00:00:00 UTC,,,https://www.azleg.gov/arstitle/|https://www.azleg.gov/|https://www.azleg.gov/
AZ,2020,Reduced Alternative Fuel Vehicle (AFV) License Tax,TAX,,"The vehicle license tax for an AFV registered in Arizona is \$4 for
every \$100 in assessed value. The minimum amount of the annual AFV
license tax is \$5. AFV assessed values are determined as follow",,,,amended,2018-04-25 00:00:00 UTC,,,https://www.azleg.gov/arstitle/|https://www.azleg.gov/|https://www.azleg.gov/
AZ,2021,Reduced Alternative Fuel Vehicle (AFV) License Tax,TAX,,"The vehicle license tax for an AFV registered in Arizona is \$4 for
every \$100 in assessed value. The minimum amount of the annual AFV
license tax is \$5. AFV assessed values are determined as follow",,,,amended,2018-04-25 00:00:00 UTC,,,https://www.azleg.gov/arstitle/|https://www.azleg.gov/|https://www.azleg.gov/
AZ,2022,Reduced Alternative Fuel Vehicle (AFV) License Tax,TAX,,"The vehicle license tax for an AFV registered in Arizona is \$4 for
every \$100 in assessed value. The minimum amount of the annual AFV
license tax is \$5. AFV assessed values are determined as follow",,,,amended,2018-04-25 00:00:00 UTC,,,https://www.azleg.gov/arstitle/|https://www.azleg.gov/|https://www.azleg.gov/
AZ,2023,Reduced Alternative Fuel Vehicle (AFV) License Tax,TAX,,"The vehicle license tax for an AFV registered in Arizona is \$4 for
every \$100 in assessed value. The minimum amount of the annual AFV
license tax is \$5. AFV assessed values are determined as follow",,,,amended,2018-04-25 00:00:00 UTC,,,https://www.azleg.gov/arstitle/|https://www.azleg.gov/|https://www.azleg.gov/
GA,2016,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2017,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2018,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2019,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2020,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2021,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2022,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
GA,2023,Electric Vehicle (EV) Charging Station Tax Credit,TAX,,"An eligible business enterprise may claim an income tax credit for the
purchase or lease and installation of qualified EV charging station. The
EV charging station must be located in Georgia. The tax ",,,,amended,2015-07-01 00:00:00 UTC,,,https://www.legis.ga.gov/|https://www.legis.ga.gov/
WI,2016,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2017,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2018,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2019,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2020,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2021,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2022,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
WI,2023,Alternative Fuel Tax Exemption,EXEM|TAX,,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sal",,,,enacted,1993-08-10 00:00:00 UTC,,,http://legis.wisconsin.gov/rsb/stats.html
NC,2016,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2017,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2018,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2019,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2020,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2021,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2022,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
NC,2023,Alternative Fuel Tax Exemption,EXEM|TAX,,"The retail sale, use, storage, and consumption of alternative fuels is
exempt from the state retail sales and use tax.

(Reference [North Carolina General Statutes 105-164.13 and 105-449.130](http://w",,,,enacted,2006-01-01 00:00:00 UTC,,,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
MI,2016,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2017,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2018,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2019,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2020,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2021,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2022,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
MI,2023,Alternative Fuel Development Property Tax Exemption,EXEM|TAX,,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to ",,,,amended,2002-10-17 00:00:00 UTC,,,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
NJ,2016,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2017,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2018,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2019,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2020,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2021,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2022,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
NJ,2023,Zero Emissions Vehicle (ZEV) Tax Exemption,EXEM|TAX,,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of quali",,,,amended,2004-05-01 00:00:00 UTC,,,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/
PA,2016,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2017,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2018,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2019,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2020,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2021,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2022,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
PA,2023,Alternative Fuel Vehicle (AFV) Rebate,RBATE,,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, includ",,,,amended,2004-01-01 00:00:00 UTC,,,https://www.legis.state.pa.us/cfdocs/legis/LI/Public/cons_index.cfm
AZ,2016,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2017,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2018,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2019,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2020,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2021,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2022,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
AZ,2023,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,EXEM|TAX,,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alterna",,,,,,,,https://www.azleg.gov/ARStitle/
OK,2016,Alternative Fueling Infrastructure Tax Credit,TAX,,"For tax years beginning before December 31, 2028, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include na",,,,amended,,2027-12-31 00:00:00 UTC,,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
OK,2017,Alternative Fueling Infrastructure Tax Credit,TAX,,"For tax years beginning before December 31, 2028, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include na",,,,amended,,2027-12-31 00:00:00 UTC,,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
OK,2018,Alternative Fueling Infrastructure Tax Credit,TAX,,"For tax years beginning before December 31, 2028, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include na",,,,amended,,2027-12-31 00:00:00 UTC,,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
OK,2019,Alternative Fueling Infrastructure Tax Credit,TAX,,"For tax years beginning before December 31, 2028, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include na",,,,amended,,2027-12-31 00:00:00 UTC,,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
OK,2020,Alternative Fueling Infrastructure Tax Credit,TAX,,"For tax years beginning before December 31, 2028, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include na",,,,amended,,2027-12-31 00:00:00 UTC,,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
